Cluster	DNase_ENCODE_ID	DNase_Output_Type	thresholded_bigInteract	full_predictions	thresholded_bedpe	thresholded_predictions	thresholded_bedpe_SYNAPSE_ID	full_predictions_SYNAPSE_ID	thresholded_bigInteract_SYNAPSE_ID	thresholded_predictions_SYNAPSE_ID
right_lung_ENCSR930AUG	ENCFF608ACO	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_right_lung_ENCSR930AUG_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_right_lung_ENCSR930AUG_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_right_lung_ENCSR930AUG_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_right_lung_ENCSR930AUG_thresholded_predictions.tsv.gz	syn55181053	syn55181057	syn55181050	syn55181051
right_lung_ENCSR947VPG	ENCFF544PUZ	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_right_lung_ENCSR947VPG_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_right_lung_ENCSR947VPG_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_right_lung_ENCSR947VPG_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_right_lung_ENCSR947VPG_thresholded_predictions.tsv.gz	syn55181058	syn55181062	syn55181055	syn55181056
right_lung_ENCSR964VVW	ENCFF002TGJ	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_right_lung_ENCSR964VVW_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_right_lung_ENCSR964VVW_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_right_lung_ENCSR964VVW_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_right_lung_ENCSR964VVW_thresholded_predictions.tsv.gz	syn55181063	syn55181067	syn55181060	syn55181061
left_lung_ENCSR006XED	ENCFF788WSX	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR006XED_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR006XED_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR006XED_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR006XED_thresholded_predictions.tsv.gz	syn55181068	syn55181071	syn55181064	syn55181066
left_lung_ENCSR441OGH	ENCFF934YKH	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR441OGH_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR441OGH_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR441OGH_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR441OGH_thresholded_predictions.tsv.gz	syn55181072	syn55181076	syn55181069	syn55181070
left_lung_ENCSR456KDF	ENCFF870RYP	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR456KDF_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR456KDF_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR456KDF_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR456KDF_thresholded_predictions.tsv.gz	syn55181077	syn55181081	syn55181074	syn55181075
left_lung_ENCSR468OVW	ENCFF297HMW	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR468OVW_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR468OVW_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR468OVW_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR468OVW_thresholded_predictions.tsv.gz	syn55181082	syn55181086	syn55181078	syn55181080
left_lung_ENCSR488PHT	ENCFF166JAS	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR488PHT_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR488PHT_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR488PHT_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR488PHT_thresholded_predictions.tsv.gz	syn55181087	syn55181090	syn55181084	syn55181085
left_lung_ENCSR510ITB	ENCFF481OYE	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR510ITB_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR510ITB_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR510ITB_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR510ITB_thresholded_predictions.tsv.gz	syn55181091	syn55181095	syn55181088	syn55181089
left_lung_ENCSR541AVF	ENCFF900QUT	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR541AVF_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR541AVF_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR541AVF_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR541AVF_thresholded_predictions.tsv.gz	syn55181096	syn55181100	syn55181093	syn55181094
left_lung_ENCSR639XWF	ENCFF067AVQ	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR639XWF_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR639XWF_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR639XWF_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR639XWF_thresholded_predictions.tsv.gz	syn55181102	syn55181105	syn55181097	syn55181099
left_lung_ENCSR658UBE	ENCFF050APU	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR658UBE_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR658UBE_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR658UBE_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR658UBE_thresholded_predictions.tsv.gz	syn55181106	syn55181110	syn55181103	syn55181104
left_lung_ENCSR680SDS	ENCFF885VDJ	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR680SDS_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR680SDS_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR680SDS_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR680SDS_thresholded_predictions.tsv.gz	syn55181111	syn55181114	syn55181107	syn55181108
left_lung_ENCSR723VNG	ENCFF277SFH	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR723VNG_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR723VNG_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR723VNG_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR723VNG_thresholded_predictions.tsv.gz	syn55181115	syn55181121	syn55181112	syn55181113
left_lung_ENCSR803VCR	ENCFF189XJQ	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR803VCR_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR803VCR_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR803VCR_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR803VCR_thresholded_predictions.tsv.gz	syn55181120	syn55181124	syn55181116	syn55181117
left_lung_ENCSR935EVZ	ENCFF441ZWQ	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR935EVZ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR935EVZ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR935EVZ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR935EVZ_thresholded_predictions.tsv.gz	syn55181125	syn55181128	syn55181122	syn55181123
left_lung_ENCSR953WJO	ENCFF363SZI	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR953WJO_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR953WJO_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR953WJO_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR953WJO_thresholded_predictions.tsv.gz	syn55181130	syn55181133	syn55181126	syn55181127
left_lung_ENCSR960EJV	ENCFF667CIC	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_left_lung_ENCSR960EJV_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_left_lung_ENCSR960EJV_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_left_lung_ENCSR960EJV_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_left_lung_ENCSR960EJV_thresholded_predictions.tsv.gz	syn55181134	syn55181139	syn55181131	syn55181132
upper_lobe_of_right_lung_ENCSR357AWH	ENCFF702XKC	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_upper_lobe_of_right_lung_ENCSR357AWH_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_upper_lobe_of_right_lung_ENCSR357AWH_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_upper_lobe_of_right_lung_ENCSR357AWH_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_upper_lobe_of_right_lung_ENCSR357AWH_thresholded_predictions.tsv.gz	syn55181140	syn55181144	syn55181136	syn55181137
lower_lobe_of_right_lung_ENCSR785JXR	ENCFF510NET	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_lower_lobe_of_right_lung_ENCSR785JXR_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_lower_lobe_of_right_lung_ENCSR785JXR_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_lower_lobe_of_right_lung_ENCSR785JXR_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_lower_lobe_of_right_lung_ENCSR785JXR_thresholded_predictions.tsv.gz	syn55181143	syn55181149	syn55181141	syn55181142
spinal_cord_ENCSR148MFM	ENCFF754HWY	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_spinal_cord_ENCSR148MFM_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_spinal_cord_ENCSR148MFM_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_spinal_cord_ENCSR148MFM_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_spinal_cord_ENCSR148MFM_thresholded_predictions.tsv.gz	syn55181148	syn55181153	syn55181145	syn55181146
spinal_cord_ENCSR615WIN	ENCFF377FXH	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_spinal_cord_ENCSR615WIN_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_spinal_cord_ENCSR615WIN_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_spinal_cord_ENCSR615WIN_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_spinal_cord_ENCSR615WIN_thresholded_predictions.tsv.gz	syn55181152	syn55181158	syn55181150	syn55181151
spinal_cord_ENCSR678PDD	ENCFF472CKP	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_spinal_cord_ENCSR678PDD_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_spinal_cord_ENCSR678PDD_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_spinal_cord_ENCSR678PDD_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_spinal_cord_ENCSR678PDD_thresholded_predictions.tsv.gz	syn55181159	syn55181162	syn55181154	syn55181157
spinal_cord_ENCSR788SOI	ENCFF578GYU	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_spinal_cord_ENCSR788SOI_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_spinal_cord_ENCSR788SOI_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_spinal_cord_ENCSR788SOI_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_spinal_cord_ENCSR788SOI_thresholded_predictions.tsv.gz	syn55181163	syn55181167	syn55181160	syn55181161
spinal_cord_ENCSR910OQF	ENCFF458FJF, ENCFF395YAT	alignments, alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_spinal_cord_ENCSR910OQF_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_spinal_cord_ENCSR910OQF_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_spinal_cord_ENCSR910OQF_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_spinal_cord_ENCSR910OQF_thresholded_predictions.tsv.gz	syn55181168	syn55181171	syn55181164	syn55181166
spinal_cord_ENCSR973MKT	ENCFF765CIP	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_spinal_cord_ENCSR973MKT_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_spinal_cord_ENCSR973MKT_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_spinal_cord_ENCSR973MKT_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_spinal_cord_ENCSR973MKT_thresholded_predictions.tsv.gz	syn55181173	syn55181177	syn55181169	syn55181170
muscle_of_back_ENCSR010ZMK	ENCFF536UYG	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_back_ENCSR010ZMK_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_back_ENCSR010ZMK_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_back_ENCSR010ZMK_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_back_ENCSR010ZMK_thresholded_predictions.tsv.gz	syn55181178	syn55181181	syn55181175	syn55181176
muscle_of_back_ENCSR033STL	ENCFF782SZC	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_back_ENCSR033STL_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_back_ENCSR033STL_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_back_ENCSR033STL_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_back_ENCSR033STL_thresholded_predictions.tsv.gz	syn55181182	syn55181186	syn55181179	syn55181180
muscle_of_back_ENCSR072NBR	ENCFF702HUL	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_back_ENCSR072NBR_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_back_ENCSR072NBR_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_back_ENCSR072NBR_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_back_ENCSR072NBR_thresholded_predictions.tsv.gz	syn55181187	syn55181190	syn55181183	syn55181185
muscle_of_back_ENCSR106RBR	ENCFF128SWG	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_back_ENCSR106RBR_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_back_ENCSR106RBR_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_back_ENCSR106RBR_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_back_ENCSR106RBR_thresholded_predictions.tsv.gz	syn55181192	syn55181196	syn55181188	syn55181189
muscle_of_back_ENCSR141NSQ	ENCFF248RKK	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_back_ENCSR141NSQ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_back_ENCSR141NSQ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_back_ENCSR141NSQ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_back_ENCSR141NSQ_thresholded_predictions.tsv.gz	syn55181197	syn55181200	syn55181194	syn55181195
muscle_of_back_ENCSR174GXG	ENCFF558JXN	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_back_ENCSR174GXG_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_back_ENCSR174GXG_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_back_ENCSR174GXG_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_back_ENCSR174GXG_thresholded_predictions.tsv.gz	syn55181201	syn55181205	syn55181198	syn55181199
muscle_of_back_ENCSR193LYA	ENCFF179NKT	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_back_ENCSR193LYA_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_back_ENCSR193LYA_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_back_ENCSR193LYA_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_back_ENCSR193LYA_thresholded_predictions.tsv.gz	syn55181206	syn55181210	syn55181203	syn55181204
muscle_of_back_ENCSR295ELC	ENCFF115MZE	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_back_ENCSR295ELC_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_back_ENCSR295ELC_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_back_ENCSR295ELC_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_back_ENCSR295ELC_thresholded_predictions.tsv.gz	syn55181211	syn55181215	syn55181207	syn55181208
muscle_of_back_ENCSR317SIH	ENCFF452GYC	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_back_ENCSR317SIH_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_back_ENCSR317SIH_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_back_ENCSR317SIH_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_back_ENCSR317SIH_thresholded_predictions.tsv.gz	syn55181216	syn55181219	syn55181212	syn55181214
muscle_of_back_ENCSR357RED	ENCFF932HYM	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_back_ENCSR357RED_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_back_ENCSR357RED_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_back_ENCSR357RED_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_back_ENCSR357RED_thresholded_predictions.tsv.gz	syn55181220	syn55181224	syn55181217	syn55181218
muscle_of_back_ENCSR438TWI	ENCFF077XBL	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_back_ENCSR438TWI_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_back_ENCSR438TWI_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_back_ENCSR438TWI_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_back_ENCSR438TWI_thresholded_predictions.tsv.gz	syn55181225	syn55181229	syn55181222	syn55181223
