Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	DNase Experiment accession	DNase Experiment date released	DNase Lab	DNase Donor(s)	DNase File accession	DNase Output type	DNase Run type	ENCODE-rE2G v1	thresholded_bedpe_SYNAPSE_ID	full_predictions_SYNAPSE_ID	thresholded_bigInteract_SYNAPSE_ID	thresholded_predictions_SYNAPSE_ID
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR599JZA	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO997SGX/	ENCFF928JSC	alignments	paired-ended	False	syn55181891	syn55181896	syn55181888	syn55181889
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR612IKQ	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO940VNT/	ENCFF176HYT	alignments	paired-ended	False	syn55181895	syn55181900	syn55181893	syn55181894
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR628GQE	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO801BII/	ENCFF221QFW	alignments	paired-ended	False	syn55181899	syn55181906	syn55181897	syn55181898
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR652IZW	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO218FFZ/	ENCFF562HKT	alignments	paired-ended	False	syn55181904	syn55181908	syn55181901	syn55181903
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR654GSG	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO197QVG/	ENCFF378TVN	alignments	paired-ended	False	syn55181909	syn55181914	syn55181905	syn55181907
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR670MKJ	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO707TUE/	ENCFF366PMV	alignments	paired-ended	False	syn55181915	syn55181919	syn55181910	syn55181911
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR690CVL	2021-08-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO865EMM/	ENCFF002OZQ	alignments	paired-ended	False	syn55181918	syn55181923	syn55181916	syn55181917
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR694DOX	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO736YJH/	ENCFF515ADG	alignments	paired-ended	False	syn55181924	syn55181927	syn55181920	syn55181922
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR709PZI	2021-09-10	John Stamatoyannopoulos, UW	/human-donors/ENCDO070VNS/	ENCFF707REI	alignments	paired-ended	False	syn55181928	syn55181932	syn55181925	syn55181926
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR729TYE	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO242JQO/	ENCFF793FTR	alignments	paired-ended	False	syn55181933	syn55181936	syn55181929	syn55181930
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR730IHD	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO150EBZ/	ENCFF513GGQ	alignments	paired-ended	False	syn55181937	syn55181941	syn55181934	syn55181935
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR770JCP	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO989QRD/	ENCFF852ZQP	alignments	paired-ended	False	syn55181942	syn55181947	syn55181938	syn55181939
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR784GVR	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO343SFL/	ENCFF686LSV	alignments	paired-ended	False	syn55181946	syn55181952	syn55181944	syn55181945
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR789FJF	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO423GGP/	ENCFF238FDV	alignments	paired-ended	False	syn55181951	syn55181955	syn55181948	syn55181949
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR822GDF	2021-09-10	John Stamatoyannopoulos, UW	/human-donors/ENCDO101GPB/	ENCFF984AFR	alignments	paired-ended	True	syn55181956	syn55181960	syn55181953	syn55181954
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR846VGZ	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO921LXT/	ENCFF129OBE	alignments	paired-ended	False	syn55181961	syn55181964	syn55181957	syn55181958
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR859HEW	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO893GME/	ENCFF988IAR	alignments	paired-ended	False	syn55181965	syn55181969	syn55181962	syn55181963
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR885ZBV	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO170MSG/	ENCFF969PRK	alignments	paired-ended	False	syn55181970	syn55181974	syn55181966	syn55181967
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR887VUC	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO059BOC/	ENCFF064UMU	alignments	paired-ended	False	syn55181975	syn55181978	syn55181971	syn55181972
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR896LMT	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO006DAA/	ENCFF242VNV	alignments	paired-ended	False	syn55181980	syn55181983	syn55181976	syn55181977
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR908MUU	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO204VNL/	ENCFF050ZBZ	alignments	paired-ended	False	syn55181984	syn55181988	syn55181981	syn55181982
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR924IHU	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO461DJY/	ENCFF553KDH	alignments	paired-ended	False	syn55181989	syn55181993	syn55181985	syn55181986
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR943MRO	2021-01-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO982NCL/	ENCFF797VBO	alignments	paired-ended	False	syn55181992	syn55181997	syn55181990	syn55181991
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR955RQG	2021-08-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO597SRH/	ENCFF302VDY	alignments	paired-ended	False	syn55181998	syn55182001	syn55181994	syn55181995
UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR987CQN	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO669IVL/	ENCFF911SRZ	alignments	paired-ended	False	syn55182002	syn55182007	syn55181999	syn55182000
UBERON:0002769	superior temporal gyrus	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR382JUJ	2016-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO240JUB/	ENCFF960EWO	alignments	paired-ended	True	syn55182008	syn55182011	syn55182003	syn55182005
UBERON:0003124	chorion	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIL	2011-04-19	Gregory Crawford, Duke	/human-donors/ENCDO180AAA/	ENCFF535TTP	unfiltered alignments	single-ended	True	syn55182012	syn55182017	syn55182009	syn55182010
UBERON:0003662	forelimb muscle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR166TEE	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO012PVK/	ENCFF513HSP	unfiltered alignments	single-ended	True	syn55182016	syn55182021	syn55182013	syn55182014
UBERON:0003663	hindlimb muscle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR385AMY	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO249ZDZ/	ENCFF028KIR	unfiltered alignments	single-ended	True	syn55182022	syn55182025	syn55182018	syn55182020
UBERON:0004264	lower leg skin	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR361DND	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO845WKR/	ENCFF136ZRE	alignments	paired-ended	False	syn55182027	syn55182033	syn55182023	syn55182024
UBERON:0004264	lower leg skin	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR579KDC	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO793LXB/	ENCFF449PFL	alignments	paired-ended	True	syn55182032	syn55182040	syn55182029	syn55182030
UBERON:0004538	left kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR097BWW	2015-08-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO245RIZ/, /human-donors/ENCDO294EUZ/	ENCFF944OLK, ENCFF951DMP	unfiltered alignments, alignments	paired-ended & single-ended, paired-ended	True	syn55182041	syn55182044	syn55182035	syn55182036
UBERON:0004538	left kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR120LVW	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO633IHH/	ENCFF377XPX	unfiltered alignments	single-ended	False	syn55182045	syn55182049	syn55182042	syn55182043
UBERON:0004538	left kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR184DFF	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO817EKT/	ENCFF052LWW	unfiltered alignments	single-ended	False	syn55182050	syn55182053	syn55182046	syn55182047
UBERON:0004538	left kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR295DUI	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO814BQX/	ENCFF744ZKD	unfiltered alignments	single-ended	False	syn55182054	syn55182058	syn55182051	syn55182052
UBERON:0004538	left kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR422PVL	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO863JOG/	ENCFF428CUP	unfiltered alignments	single-ended	False	syn55182059	syn55182064	syn55182055	syn55182056
UBERON:0004538	left kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR543YPH	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO816OTW/	ENCFF714TRJ	unfiltered alignments	single-ended	False	syn55182065	syn55182070	syn55182061	syn55182063
UBERON:0004538	left kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR600RAA	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO126IGB/	ENCFF289EXH	unfiltered alignments	single-ended	False	syn55182072	syn55182076	syn55182067	syn55182068
UBERON:0004538	left kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR953XJU	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO607LOS/	ENCFF330FGZ	unfiltered alignments	single-ended	False	syn55182077	syn55182082	syn55182074	syn55182075
UBERON:0004538	left kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR974TXT	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO087TLK/	ENCFF139HVF	unfiltered alignments	single-ended	False	syn55182083	syn55182086	syn55182078	syn55182081
UBERON:0004539	right kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR017TFH	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO814BQX/	ENCFF094CNE	unfiltered alignments	single-ended	False	syn55182087	syn55182093	syn55182084	syn55182085
UBERON:0004539	right kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR036VRV	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO607LOS/	ENCFF377NGB	unfiltered alignments	single-ended	False	syn55182094	syn55182097	syn55182088	syn55182090
UBERON:0004539	right kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR332BSB	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO126IGB/	ENCFF688JTW	unfiltered alignments	single-ended	False	syn55182098	syn55182102	syn55182095	syn55182096
UBERON:0004539	right kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR414ZUA	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO119ASK/	ENCFF549PCJ	unfiltered alignments	single-ended	False	syn55182103	syn55182106	syn55182099	syn55182101
UBERON:0004539	right kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR670ZSA	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO817EKT/	ENCFF257RIR	unfiltered alignments	single-ended	False	syn55182107	syn55182112	syn55182104	syn55182105
UBERON:0004539	right kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR765BSU	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO453STB/	ENCFF641FPD	unfiltered alignments	single-ended	False	syn55182113	syn55182116	syn55182109	syn55182110
UBERON:0004539	right kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR768OLL	2016-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO245RIZ/	ENCFF153ORO	unfiltered alignments	paired-ended & single-ended	True	syn55182117	syn55182122	syn55182114	syn55182115
UBERON:0004539	right kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR871APX	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO863JOG/	ENCFF839KSX	unfiltered alignments	single-ended	False	syn55182123	syn55182126	syn55182118	syn55182120
UBERON:0004539	right kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR884MCZ	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO633IHH/	ENCFF860UIJ	unfiltered alignments	single-ended	False	syn55182127	syn55182132	syn55182124	syn55182125
UBERON:0004539	right kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR990XXC	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO816OTW/	ENCFF664SOK	unfiltered alignments	single-ended	False	syn55182133	syn55182136	syn55182129	syn55182130
UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR944JCE	2017-11-01	John Stamatoyannopoulos, UW	/human-donors/ENCDO845WKR/	ENCFF505FWC	alignments	paired-ended	True	syn55182137	syn55182141	syn55182134	syn55182135
UBERON:0004992	mucosa of descending colon	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR404TSP	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO186XRB/	ENCFF434KAN	alignments	paired-ended	False	syn55182142	syn55182147	syn55182138	syn55182139
UBERON:0004992	mucosa of descending colon	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR507DQC	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO221IPH/	ENCFF626APS	alignments	paired-ended	False	syn55182146	syn55182150	syn55182143	syn55182144
UBERON:0004992	mucosa of descending colon	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR612CTW	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO392CRK/	ENCFF705SSM	alignments	paired-ended	True	syn55182151	syn55182155	syn55182148	syn55182149
UBERON:0005033	mucosa of gallbladder	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR011SAG	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO575EGL/	ENCFF055BIA	alignments	paired-ended	True	syn55182156	syn55182160	syn55182153	syn55182154
UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR022ECC	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO870OBN/	ENCFF573OSY	unfiltered alignments	single-ended	False	syn55182161	syn55182164	syn55182157	syn55182158
UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR129KIV	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO014CNM/	ENCFF960ADG	unfiltered alignments	single-ended	False	syn55182165	syn55182169	syn55182163	syn55182162
UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR155NPL	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO608XKS/	ENCFF699XGJ	unfiltered alignments	single-ended	False	syn55182170	syn55182174	syn55182166	syn55182168
UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR254AGA	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO375VTO/	ENCFF759RVK	unfiltered alignments	single-ended	False	syn55182175	syn55182178	syn55182172	syn55182173
UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR524DWS	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO555CMC/	ENCFF664WAY	unfiltered alignments	single-ended	False	syn55182180	syn55182183	syn55182176	syn55182177
UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR550UWM	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO576LXR/	ENCFF379YYN	unfiltered alignments	single-ended	False	syn55182185	syn55182191	syn55182181	syn55182182
UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR656QYL	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO380HQH/	ENCFF857XLA	unfiltered alignments	single-ended	True	syn55182192	syn55182195	syn55182187	syn55182188
UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR828RNY	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO132ASK/	ENCFF294NFS	unfiltered alignments	single-ended	False	syn55182197	syn55182200	syn55182193	syn55182194
UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR849OKE	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO859GXV/	ENCFF725AZD	unfiltered alignments	single-ended	False	syn55182202	syn55182207	syn55182198	syn55182199
UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR851ZFT	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO076OLG/	ENCFF942XVR	unfiltered alignments	single-ended	False	syn55182208	syn55182211	syn55182203	syn55182206
UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR932DHT	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO613NXA/	ENCFF724IRR	unfiltered alignments	single-ended	False	syn55182214	syn55182217	syn55182209	syn55182210
UBERON:0006088	inferior parietal cortex	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR986YWZ	2016-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO240JUB/	ENCFF948ZIC	alignments	paired-ended	True	syn55182218	syn55182222	syn55182215	syn55182216
UBERON:0006631	right atrium auricular region	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR278SKG	2017-10-01	John Stamatoyannopoulos, UW	/human-donors/ENCDO271OUW/	ENCFF387JZG	alignments	paired-ended	False	syn55182225	syn55182228	syn55182219	syn55182220
UBERON:0006631	right atrium auricular region	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR984SQJ	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO793LXB/	ENCFF068EYV	alignments	paired-ended	True	syn55182229	syn55182235	syn55182226	syn55182227
UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR783OCW	2017-10-02	John Stamatoyannopoulos, UW	/human-donors/ENCDO845WKR/	ENCFF104MIA	alignments	paired-ended	False	syn55182234	syn55182238	syn55182231	syn55182232
UBERON:0007610	tibial artery	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR080ISA	2017-10-01	John Stamatoyannopoulos, UW	/human-donors/ENCDO793LXB/	ENCFF641PPV	alignments	paired-ended	True	syn55182240	syn55182243	syn55182236	syn55182237
UBERON:0007610	tibial artery	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR090IDV	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO451RUA/	ENCFF217PGC	alignments	paired-ended	True	syn55182245	syn55182248	syn55182241	syn55182242
UBERON:0007610	tibial artery	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR102RSU	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO845WKR/	ENCFF090MWN	alignments	paired-ended	False	syn55182249	syn55182252	syn55182246	syn55182247
UBERON:0008367	breast epithelium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR788IZL	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO451RUA/	ENCFF106NEF	alignments	paired-ended	True	syn55182254	syn55182259	syn55182250	syn55182251
UBERON:0008367	breast epithelium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR859LTL	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO271OUW/	ENCFF669BAO	alignments	paired-ended	True	syn55182258	syn55182263	syn55182255	syn55182256
UBERON:0008450	psoas muscle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ELO	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO006AAA/, /human-donors/ENCDO007AAA/	ENCFF215SXQ, ENCFF901DPU	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55182264	syn55182267	syn55182260	syn55182261
UBERON:0008450	psoas muscle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR082PDJ	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO575EGL/	ENCFF609OFI	alignments	paired-ended	False	syn55182268	syn55182273	syn55182265	syn55182266
UBERON:0008450	psoas muscle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR108SYM	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO186XRB/	ENCFF042TFK	alignments	paired-ended	False	syn55182274	syn55182278	syn55182269	syn55182270
UBERON:0008450	psoas muscle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR388DHS	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO856ZOJ/	ENCFF917YWG	alignments	paired-ended	False	syn55182277	syn55182283	syn55182275	syn55182276
UBERON:0008450	psoas muscle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR426TPQ	2013-07-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO478OMA/	ENCFF235FOP	unfiltered alignments	paired-ended & single-ended	False	syn55182284	syn55182288	syn55182279	syn55182281
UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR058VBM	2020-09-19	John Stamatoyannopoulos, UW	/human-donors/ENCDO845WKR/	ENCFF557TCY	alignments	paired-ended	False	syn55182289	syn55182294	syn55182285	syn55182286
UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR164WOF	2017-10-01	John Stamatoyannopoulos, UW	/human-donors/ENCDO845WKR/	ENCFF909FQD	alignments	paired-ended	False	syn55182293	syn55182299	syn55182290	syn55182291
UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR323UTX	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO271OUW/	ENCFF125WQU	alignments	paired-ended	False	syn55182298	syn55182303	syn55182296	syn55182297
UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR650FLQ	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO451RUA/	ENCFF006JWD	alignments	paired-ended	False	syn55182304	syn55182308	syn55182300	syn55182301
UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR702DPD	2019-11-08	John Stamatoyannopoulos, UW	/human-donors/ENCDO793LXB/	ENCFF231SIZ	alignments	paired-ended	False	syn55182309	syn55182313	syn55182306	syn55182307
UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR800ADR	2020-10-02	John Stamatoyannopoulos, UW	/human-donors/ENCDO186XRB/	ENCFF467XLG	alignments	paired-ended	True	syn55182314	syn55182317	syn55182310	syn55182311
UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR909YET	2020-10-02	John Stamatoyannopoulos, UW	/human-donors/ENCDO520EJG/	ENCFF824KSF	alignments	paired-ended	False	syn55182318	syn55182323	syn55182315	syn55182316
UBERON:0008953	lower lobe of left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR537BGX	2020-09-28	John Stamatoyannopoulos, UW	/human-donors/ENCDO186XRB/	ENCFF003RMN	alignments	paired-ended	True	syn55182322	syn55182327	syn55182319	syn55182320
